,HI-LABEL
135699,1
135700,0
135701,1
135702,0
135703,1
135704,1
135705,1
135706,0
135707,1
135708,0
135709,1
135710,1
135711,1
135712,1
135713,0
135714,1
135715,0
135716,0
135717,1
135718,1
135719,1
135720,1
135721,1
135722,0
135723,1
135724,0
135725,1
135726,1
135727,0
135728,1
135729,1
135730,1
135731,1
135732,1
135733,1
135734,1
135735,1
135736,1
135737,0
135738,1
135739,1
135740,1
135741,0
135742,1
135743,1
135744,1
135745,0
135746,1
135747,1
135748,0
135749,1
135750,1
135751,0
135752,1
135753,1
135754,0
135755,0
135756,0
135757,1
135758,1
135759,1
135760,1
135761,0
135762,1
135763,1
135764,1
135765,1
135766,1
135767,1
135768,1
135769,0
135770,1
135771,0
135772,0
135773,1
135774,0
135775,1
135776,1
135777,1
135778,1
135779,0
135780,1
135781,0
135782,1
135783,1
135784,1
135785,0
135786,1
135787,1
135788,0
135789,0
135790,0
135791,1
135792,1
135793,1
135794,1
135795,1
135796,1
135797,0
135798,0
135799,0
135800,0
135801,0
135802,0
135803,1
135804,0
135805,1
135806,1
135807,1
135808,0
135809,1
135810,0
135811,1
135812,1
135813,1
135814,1
135815,1
135816,1
135817,1
135818,1
135819,0
135820,0
135821,1
135822,1
135823,0
135824,0
135825,0
135826,1
135827,0
135828,1
135829,0
135830,1
135831,1
135832,1
135833,1
135834,1
135835,0
135836,1
135837,1
135838,1
135839,1
135840,0
135841,0
135842,1
135843,0
135844,1
135845,1
135846,1
135847,1
135848,0
135849,1
135850,0
135851,0
135852,1
135853,1
135854,1
135855,1
135856,1
135857,1
135858,1
135859,1
135860,1
135861,1
135862,1
135863,1
135864,1
135865,0
135866,1
135867,1
135868,1
135869,1
135870,0
135871,1
135872,1
135873,1
135874,0
135875,1
135876,1
135877,1
135878,1
135879,1
135880,1
135881,1
135882,1
135883,1
135884,1
135885,1
135886,1
135887,1
135888,1
135889,1
135890,1
135891,1
135892,1
135893,1
135894,1
135895,1
135896,1
135897,1
135898,1
135899,0
135900,1
135901,0
135902,1
135903,1
135904,1
135905,0
135906,1
135907,1
135908,1
135909,1
135910,0
135911,0
135912,1
135913,1
135914,1
135915,0
135916,0
135917,0
135918,1
135919,1
135920,1
135921,1
135922,1
135923,1
135924,1
135925,1
135926,1
135927,1
135928,1
135929,1
135930,1
135931,1
135932,1
135933,0
135934,1
135935,1
135936,1
135937,1
135938,1
135939,1
135940,1
135941,1
135942,1
135943,1
135944,1
135945,1
135946,1
135947,0
135948,0
135949,0
135950,0
135951,1
135952,1
135953,1
135954,1
135955,1
135956,1
135957,1
135958,1
135959,1
135960,1
135961,1
135962,0
135963,1
135964,0
135965,1
135966,1
135967,1
135968,0
135969,0
135970,0
135971,1
135972,1
135973,1
135974,1
135975,0
135976,0
135977,0
135978,0
135979,0
135980,0
135981,0
135982,1
135983,1
135984,0
135985,1
135986,1
135987,1
135988,1
135989,1
135990,1
135991,1
135992,0
135993,1
135994,0
135995,0
135996,1
135997,1
135998,1
135999,1
136000,1
136001,1
136002,1
136003,0
136004,0
136005,1
136006,1
136007,1
136008,1
136009,1
136010,1
136011,1
136012,1
136013,1
136014,0
136015,1
136016,1
136017,1
136018,0
136019,0
136020,1
136021,1
136022,1
136023,1
136024,1
136025,1
136026,1
136027,1
136028,0
136029,0
136030,1
136031,1
136032,0
136033,1
136034,1
136035,1
136036,0
136037,1
136038,1
136039,0
136040,1
136041,1
136042,1
136043,1
136044,0
136045,1
136046,1
136047,1
136048,0
136049,0
136050,1
136051,1
136052,1
136053,1
136054,1
136055,0
136056,1
136057,1
136058,1
136059,1
136060,1
136061,1
136062,1
136063,1
136064,1
136065,1
136066,1
136067,1
136068,1
136069,1
136070,0
136071,1
136072,1
136073,1
136074,1
136075,1
136076,1
136077,1
136078,1
136079,1
136080,1
136081,1
136082,1
136083,1
136084,1
136085,1
136086,1
136087,1
136088,0
136089,0
136090,0
136091,0
136092,1
136093,1
136094,1
136095,0
136096,1
136097,1
136098,1
136099,0
136100,1
136101,1
136102,0
136103,1
136104,1
136105,1
136106,1
136107,1
136108,1
136109,0
136110,1
136111,1
136112,1
136113,1
136114,1
136115,1
136116,1
136117,1
136118,1
136119,1
136120,1
136121,1
136122,1
136123,1
136124,1
136125,1
136126,1
136127,1
136128,1
136129,1
136130,1
136131,1
136132,1
136133,1
136134,1
136135,1
136136,1
136137,1
136138,1
136139,0
136140,1
136141,1
136142,1
136143,0
136144,0
136145,1
136146,1
136147,1
136148,1
136149,1
136150,1
136151,1
136152,0
136153,0
136154,1
136155,1
136156,1
136157,1
136158,1
136159,1
136160,1
136161,1
136162,1
136163,1
136164,1
136165,1
136166,1
136167,1
136168,1
136169,1
136170,0
136171,1
136172,1
136173,0
136174,0
136175,0
136176,1
136177,1
136178,1
136179,1
136180,1
136181,1
136182,1
136183,1
136184,1
136185,0
136186,1
136187,0
136188,0
136189,0
136190,0
136191,1
136192,1
136193,1
136194,1
136195,1
136196,1
136197,0
136198,0
136199,1
136200,0
136201,0
136202,1
136203,1
136204,1
136205,1
136206,1
136207,0
136208,0
136209,1
136210,1
136211,1
136212,1
136213,1
136214,1
136215,1
136216,1
136217,1
136218,1
136219,1
136220,1
136221,1
136222,1
136223,0
136224,0
136225,1
136226,1
136227,1
136228,1
136229,1
136230,0
136231,0
136232,0
136233,1
136234,0
136235,1
136236,1
136237,1
136238,1
136239,0
136240,0
136241,1
136242,1
136243,0
136244,1
136245,1
136246,1
136247,1
136248,1
136249,1
136250,1
136251,1
136252,0
136253,1
136254,1
136255,0
136256,0
136257,0
136258,0
136259,1
136260,1
136261,0
136262,1
136263,1
136264,1
136265,1
136266,1
136267,1
136268,1
136269,1
136270,1
136271,1
136272,1
136273,1
136274,1
136275,1
136276,0
136277,1
136278,1
136279,1
136280,0
136281,1
136282,1
136283,1
136284,1
136285,0
136286,1
136287,1
136288,0
136289,1
136290,1
136291,1
136292,1
136293,1
136294,0
136295,1
136296,1
136297,0
136298,1
136299,0
136300,1
136301,1
136302,0
136303,1
136304,1
136305,1
136306,0
136307,1
136308,1
136309,1
136310,1
136311,1
136312,1
136313,1
136314,1
136315,1
136316,1
136317,1
136318,1
136319,1
136320,1
136321,0
136322,0
136323,0
136324,1
136325,1
136326,1
136327,0
136328,1
136329,1
136330,0
136331,1
136332,0
136333,0
136334,0
136335,0
136336,1
136337,0
136338,1
136339,1
136340,1
136341,1
136342,1
136343,1
136344,1
136345,0
136346,1
136347,1
136348,1
136349,1
136350,0
136351,0
136352,1
136353,1
136354,1
136355,1
136356,1
136357,1
136358,1
136359,1
136360,1
136361,1
136362,1
136363,1
136364,0
136365,1
136366,1
136367,1
136368,0
136369,1
136370,1
136371,1
136372,0
136373,1
136374,0
136375,1
136376,0
136377,1
136378,1
136379,1
136380,1
136381,1
136382,1
136383,1
136384,1
136385,1
136386,1
136387,1
136388,1
136389,1
136390,1
136391,1
136392,1
136393,1
136394,1
136395,1
136396,0
136397,1
136398,1
136399,1
136400,1
136401,1
136402,1
136403,1
136404,1
136405,1
136406,1
136407,1
136408,1
136409,1
136410,0
136411,1
136412,1
136413,1
136414,1
136415,1
136416,0
136417,0
136418,1
136419,0
136420,1
136421,1
136422,1
136423,1
136424,1
136425,1
136426,1
136427,1
136428,0
136429,1
136430,0
136431,1
136432,1
136433,0
136434,0
136435,0
136436,1
136437,0
136438,0
136439,1
136440,1
136441,1
136442,1
136443,1
136444,1
136445,0
136446,1
136447,0
136448,0
136449,1
136450,1
136451,1
136452,1
136453,1
136454,0
136455,1
136456,1
136457,1
136458,1
136459,1
136460,1
136461,1
136462,1
136463,1
136464,1
136465,1
136466,1
136467,0
136468,1
136469,1
136470,0
136471,0
136472,1
136473,1
136474,1
136475,1
136476,1
136477,0
136478,1
136479,1
136480,1
136481,1
136482,1
136483,0
136484,1
136485,0
136486,0
136487,1
136488,1
136489,1
136490,0
136491,1
136492,1
136493,0
136494,1
136495,1
136496,1
136497,1
136498,1
136499,1
136500,0
136501,1
136502,1
136503,0
136504,0
136505,1
136506,0
136507,1
136508,1
136509,0
136510,1
136511,1
136512,1
136513,1
136514,0
136515,1
136516,1
136517,0
136518,1
136519,1
136520,1
136521,1
136522,0
136523,1
136524,1
136525,1
136526,1
136527,1
136528,1
136529,0
136530,0
136531,1
136532,1
136533,1
136534,1
136535,1
136536,1
136537,1
136538,1
136539,1
136540,1
136541,0
136542,1
136543,1
136544,1
136545,1
136546,0
136547,1
136548,1
136549,1
136550,1
136551,1
136552,1
136553,1
136554,1
136555,1
136556,1
136557,1
136558,1
136559,1
136560,1
136561,1
136562,1
136563,0
136564,1
136565,1
136566,0
136567,0
136568,1
136569,1
136570,1
136571,1
136572,1
136573,0
136574,1
136575,0
136576,0
136577,0
136578,1
136579,0
136580,1
136581,1
136582,0
136583,0
136584,0
136585,1
136586,1
136587,1
136588,1
136589,1
136590,1
136591,0
136592,0
136593,1
136594,1
136595,0
136596,0
136597,1
136598,1
136599,1
136600,0
136601,0
136602,1
136603,1
136604,1
136605,1
136606,1
136607,1
136608,1
136609,0
136610,0
136611,0
136612,1
136613,1
136614,1
136615,1
136616,1
136617,1
136618,1
136619,1
136620,1
136621,1
136622,1
136623,1
136624,1
136625,1
136626,1
136627,1
136628,1
136629,1
136630,1
136631,1
136632,1
136633,0
136634,1
136635,1
136636,1
136637,0
136638,1
136639,0
136640,0
136641,1
136642,0
136643,1
136644,0
136645,1
136646,1
136647,0
136648,1
136649,1
136650,0
136651,1
136652,1
136653,1
136654,0
136655,1
136656,1
136657,1
136658,1
136659,0
136660,1
136661,0
136662,1
136663,1
136664,1
136665,0
136666,0
136667,0
136668,1
136669,0
136670,1
136671,0
136672,1
136673,0
136674,1
136675,0
136676,0
136677,1
136678,1
136679,0
136680,1
136681,0
136682,0
136683,1
136684,0
136685,1
136686,0
136687,0
136688,0
136689,0
136690,1
136691,1
136692,0
136693,1
136694,1
136695,0
136696,1
136697,1
136698,0
136699,0
136700,1
136701,1
136702,1
136703,0
136704,0
136705,1
136706,1
136707,1
136708,1
136709,0
136710,1
136711,1
136712,1
136713,0
136714,1
136715,1
136716,1
136717,1
136718,1
136719,1
136720,1
136721,1
136722,1
136723,0
136724,1
136725,1
136726,1
136727,1
136728,1
136729,0
136730,1
136731,1
136732,1
136733,0
136734,1
136735,0
136736,0
136737,1
136738,1
136739,1
136740,1
136741,0
136742,0
136743,0
136744,1
136745,0
136746,1
136747,0
136748,1
136749,1
136750,1
136751,1
136752,1
136753,1
136754,1
136755,1
136756,1
136757,1
136758,1
136759,1
136760,1
136761,1
136762,1
136763,1
136764,1
136765,1
136766,1
136767,1
136768,1
136769,1
136770,1
136771,1
136772,0
136773,1
136774,1
136775,1
136776,1
136777,1
136778,1
136779,0
136780,0
136781,0
136782,1
136783,1
136784,1
136785,1
136786,1
136787,1
136788,1
136789,1
136790,1
136791,0
136792,0
136793,0
136794,1
136795,1
136796,0
136797,1
136798,1
136799,1
136800,1
136801,1
136802,1
136803,1
136804,1
136805,1
136806,1
136807,0
136808,1
136809,1
136810,1
136811,0
136812,1
136813,1
136814,1
136815,1
136816,1
136817,1
136818,1
136819,1
136820,1
136821,1
136822,1
136823,1
136824,1
136825,1
136826,1
136827,1
136828,0
136829,1
136830,1
136831,1
136832,0
136833,1
136834,0
136835,1
136836,1
136837,1
136838,1
136839,1
136840,1
136841,1
136842,1
136843,1
136844,0
136845,1
136846,0
136847,1
136848,1
136849,1
136850,1
136851,1
136852,1
136853,1
136854,1
136855,1
136856,1
136857,1
136858,1
136859,1
136860,1
136861,1
136862,1
136863,1
136864,1
136865,1
136866,1
136867,1
136868,1
136869,1
136870,0
136871,0
136872,0
136873,0
136874,1
136875,1
136876,1
136877,1
136878,0
136879,1
136880,1
136881,1
136882,0
136883,1
136884,1
136885,0
136886,0
136887,1
136888,0
136889,0
136890,1
136891,1
136892,1
136893,1
136894,1
136895,1
136896,1
136897,1
136898,1
136899,1
136900,1
136901,1
136902,1
136903,1
136904,1
136905,1
136906,1
136907,0
136908,0
136909,0
136910,0
136911,1
136912,1
136913,1
136914,1
136915,1
136916,0
136917,0
136918,1
136919,1
136920,1
136921,1
136922,0
136923,1
136924,1
136925,1
136926,1
136927,1
136928,1
136929,1
136930,1
136931,1
136932,1
136933,1
136934,0
136935,1
136936,1
136937,1
136938,1
136939,1
136940,1
136941,0
136942,1
136943,1
136944,1
136945,1
136946,1
136947,1
136948,1
136949,1
136950,1
136951,1
136952,1
136953,1
136954,1
136955,1
136956,1
136957,1
136958,1
136959,1
136960,1
136961,0
136962,0
136963,1
136964,1
136965,1
136966,1
136967,1
136968,0
136969,0
136970,0
136971,1
136972,1
136973,1
136974,1
136975,1
136976,0
136977,1
136978,0
136979,1
136980,1
136981,1
136982,1
136983,1
136984,0
136985,1
136986,1
136987,1
136988,0
136989,1
136990,1
136991,1
136992,1
136993,1
136994,1
136995,1
136996,1
136997,1
136998,1
136999,1
137000,1
137001,1
137002,1
137003,1
137004,1
137005,1
137006,0
137007,1
137008,1
137009,1
137010,1
137011,1
137012,1
137013,0
137014,1
137015,0
137016,1
137017,1
137018,1
137019,1
137020,1
137021,1
137022,1
137023,0
137024,1
137025,0
137026,1
137027,1
137028,1
137029,1
137030,1
137031,0
137032,1
137033,1
137034,0
137035,1
137036,0
137037,1
137038,1
137039,1
137040,1
137041,1
137042,1
137043,1
137044,1
137045,1
137046,1
137047,1
137048,0
137049,1
137050,0
137051,1
137052,1
137053,1
137054,1
137055,1
137056,1
137057,1
137058,1
137059,1
137060,1
137061,1
137062,1
137063,0
137064,0
137065,0
137066,1
137067,1
137068,0
137069,1
137070,0
137071,1
137072,1
137073,1
137074,1
137075,0
137076,1
137077,1
137078,1
137079,0
137080,1
137081,1
137082,0
137083,1
137084,1
137085,1
137086,1
137087,0
137088,0
137089,0
137090,1
137091,0
137092,1
137093,1
137094,1
137095,1
137096,1
137097,0
137098,1
137099,1
137100,1
137101,1
137102,1
137103,1
137104,1
137105,1
137106,1
137107,1
137108,1
137109,1
137110,1
137111,1
137112,1
137113,0
137114,1
137115,1
137116,1
137117,1
137118,1
137119,1
137120,1
137121,1
137122,1
137123,1
137124,1
137125,1
137126,1
137127,1
137128,1
137129,1
137130,1
137131,1
137132,1
137133,1
137134,1
137135,1
137136,1
137137,1
137138,1
137139,1
137140,0
137141,0
137142,0
137143,1
137144,0
137145,1
137146,1
137147,1
137148,1
137149,1
137150,1
137151,1
137152,1
137153,0
137154,1
137155,1
137156,0
137157,1
137158,0
137159,0
137160,1
137161,0
137162,1
137163,1
137164,1
137165,1
137166,1
137167,0
137168,0
137169,0
137170,1
137171,1
137172,1
137173,1
137174,1
137175,1
137176,0
137177,1
137178,0
137179,1
137180,1
137181,1
137182,0
137183,1
137184,1
137185,1
137186,0
137187,1
137188,1
137189,1
137190,0
137191,1
137192,1
137193,0
137194,1
137195,1
137196,1
137197,1
137198,1
137199,1
137200,1
137201,1
137202,1
137203,1
137204,0
137205,1
137206,1
137207,1
137208,1
137209,0
137210,1
137211,1
137212,1
137213,0
137214,1
137215,1
137216,1
137217,1
137218,1
137219,1
137220,1
137221,0
137222,0
137223,0
137224,0
137225,0
137226,0
137227,0
137228,0
137229,1
137230,0
137231,1
137232,0
137233,1
137234,1
137235,1
137236,1
137237,1
137238,1
137239,1
137240,0
137241,1
137242,0
137243,1
137244,1
137245,1
137246,0
137247,0
137248,1
137249,1
137250,0
137251,1
137252,1
137253,1
137254,1
137255,1
137256,0
137257,0
137258,1
137259,0
137260,1
137261,1
137262,1
137263,1
137264,1
137265,1
137266,1
137267,0
137268,0
137269,1
137270,0
137271,1
137272,1
137273,1
137274,1
137275,1
137276,1
137277,0
137278,0
137279,0
137280,1
137281,1
137282,0
137283,1
137284,1
137285,1
137286,1
137287,1
137288,1
137289,1
137290,1
137291,1
137292,0
137293,1
137294,1
137295,0
137296,1
137297,1
137298,1
137299,1
137300,1
137301,1
137302,1
137303,1
137304,0
137305,1
137306,1
137307,1
137308,1
137309,0
137310,1
137311,1
137312,1
137313,1
137314,1
137315,1
137316,1
137317,0
137318,1
137319,1
137320,0
137321,0
137322,1
137323,0
137324,1
137325,1
137326,1
137327,0
137328,1
137329,1
137330,1
137331,1
137332,1
137333,1
137334,1
137335,0
137336,1
137337,0
137338,1
137339,1
137340,0
137341,1
137342,0
137343,1
137344,1
137345,1
137346,1
137347,0
137348,1
137349,0
137350,1
137351,1
137352,0
137353,1
137354,1
137355,1
137356,1
137357,1
137358,0
137359,1
137360,0
137361,0
137362,1
137363,1
137364,1
137365,0
137366,1
137367,0
137368,0
137369,0
137370,1
137371,0
137372,1
137373,0
137374,1
137375,1
137376,1
137377,1
137378,0
137379,0
137380,0
137381,0
137382,0
137383,1
137384,1
137385,1
137386,1
137387,1
137388,1
137389,1
137390,1
137391,1
137392,1
137393,1
137394,1
137395,0
137396,0
137397,1
137398,0
137399,1
137400,1
137401,1
137402,0
137403,1
137404,1
137405,0
137406,1
137407,1
137408,1
137409,1
137410,1
137411,1
137412,1
137413,1
137414,1
137415,1
137416,1
137417,0
137418,1
137419,1
137420,1
137421,1
137422,1
137423,1
137424,1
137425,1
137426,1
137427,0
137428,1
137429,0
137430,0
137431,1
137432,1
137433,1
137434,0
137435,1
137436,1
137437,0
137438,0
137439,0
137440,1
137441,1
137442,1
137443,1
137444,1
137445,0
137446,1
137447,1
137448,1
137449,0
137450,1
137451,1
137452,1
137453,1
137454,1
137455,0
137456,0
137457,0
137458,1
137459,1
137460,1
137461,1
137462,1
137463,0
137464,1
137465,1
137466,0
137467,1
137468,1
137469,0
137470,1
137471,1
137472,1
137473,1
137474,1
137475,1
137476,1
137477,1
137478,0
137479,0
137480,1
137481,0
137482,1
137483,1
137484,0
137485,1
137486,1
137487,1
137488,0
137489,1
137490,1
137491,1
137492,0
137493,1
137494,1
137495,0
137496,0
137497,1
137498,1
137499,1
137500,1
137501,1
137502,1
137503,0
137504,1
137505,0
137506,0
137507,1
137508,1
137509,0
137510,0
137511,1
137512,1
137513,1
137514,1
137515,1
137516,1
137517,0
137518,1
137519,0
137520,1
137521,0
137522,1
137523,1
137524,1
137525,1
137526,0
137527,1
137528,1
137529,0
137530,1
137531,0
137532,0
137533,1
137534,1
137535,0
137536,1
137537,1
137538,1
137539,1
137540,1
137541,1
137542,1
137543,0
137544,1
137545,1
137546,0
137547,1
137548,1
137549,1
137550,1
137551,1
137552,1
137553,1
137554,1
137555,1
137556,1
137557,1
137558,1
137559,1
137560,1
137561,1
137562,1
137563,1
137564,1
137565,0
137566,0
137567,1
137568,1
137569,1
137570,0
137571,1
137572,1
137573,1
137574,1
137575,1
137576,1
137577,1
137578,1
137579,1
137580,1
137581,1
137582,0
137583,1
137584,1
137585,1
137586,1
137587,1
137588,1
137589,1
137590,1
137591,1
137592,1
137593,1
137594,1
137595,1
137596,1
137597,1
137598,1
137599,1
137600,1
137601,1
137602,1
137603,1
137604,1
137605,0
137606,0
137607,0
137608,1
137609,1
137610,1
137611,1
137612,1
137613,1
137614,1
137615,0
137616,1
137617,1
137618,0
137619,0
137620,0
137621,1
137622,1
137623,1
137624,1
137625,1
137626,1
137627,0
137628,1
137629,1
137630,1
137631,1
137632,1
137633,1
137634,1
137635,0
137636,0
137637,1
137638,1
137639,1
137640,1
137641,1
137642,1
137643,1
137644,1
137645,1
137646,1
137647,1
137648,0
137649,1
137650,1
137651,0
137652,1
137653,1
137654,1
137655,1
137656,1
137657,1
137658,1
137659,1
137660,0
137661,0
137662,0
137663,0
137664,1
137665,1
137666,1
137667,1
137668,1
137669,0
137670,0
137671,0
137672,1
137673,1
137674,1
137675,1
137676,1
137677,1
137678,0
137679,0
137680,1
137681,1
137682,1
137683,0
137684,0
137685,1
137686,1
137687,0
137688,1
137689,1
137690,0
137691,1
137692,1
137693,1
137694,1
137695,1
137696,1
137697,1
137698,0
137699,1
137700,1
137701,0
137702,1
137703,1
137704,1
137705,1
137706,1
137707,1
137708,1
137709,1
137710,0
137711,1
137712,1
137713,1
137714,1
137715,0
137716,1
137717,1
137718,1
137719,1
137720,1
137721,1
137722,1
137723,1
137724,1
137725,1
137726,1
137727,1
137728,0
137729,0
137730,1
137731,1
137732,1
137733,1
137734,1
137735,1
137736,0
137737,1
137738,1
137739,1
137740,1
137741,1
137742,0
137743,0
137744,0
137745,1
137746,1
137747,1
137748,1
137749,1
137750,1
137751,1
137752,1
137753,1
137754,1
137755,1
137756,1
137757,1
137758,1
137759,1
137760,1
137761,1
137762,0
137763,0
137764,0
137765,0
137766,0
137767,1
137768,1
137769,0
137770,1
137771,1
137772,1
137773,1
137774,1
137775,1
137776,1
137777,1
137778,1
137779,1
137780,1
137781,1
137782,1
137783,1
137784,1
137785,1
137786,1
137787,1
137788,1
137789,1
137790,1
137791,1
137792,1
137793,1
137794,1
137795,1
137796,0
137797,1
137798,0
137799,0
137800,1
137801,1
137802,1
137803,1
137804,1
137805,1
137806,1
137807,1
137808,1
137809,1
137810,1
137811,1
137812,1
137813,1
137814,1
137815,1
137816,0
137817,0
137818,1
137819,1
137820,1
137821,0
137822,1
137823,1
137824,1
137825,1
137826,1
137827,1
137828,1
137829,1
137830,1
137831,1
137832,1
137833,1
137834,1
137835,1
137836,1
137837,0
137838,0
137839,0
137840,1
137841,1
137842,1
137843,1
137844,1
137845,1
137846,0
137847,0
137848,0
137849,0
137850,1
137851,0
137852,0
137853,1
137854,0
137855,1
137856,1
137857,1
137858,0
137859,1
137860,0
137861,1
137862,1
137863,1
137864,1
137865,1
137866,1
137867,1
137868,1
137869,1
137870,1
137871,1
137872,1
137873,1
137874,1
137875,0
137876,1
137877,0
137878,0
137879,1
137880,0
137881,1
137882,1
137883,1
137884,0
137885,0
137886,0
137887,0
137888,1
137889,1
137890,1
137891,0
137892,1
137893,1
137894,0
137895,1
137896,1
137897,1
137898,1
137899,0
137900,1
137901,1
137902,1
137903,1
137904,1
137905,1
137906,1
137907,1
137908,1
137909,1
137910,1
137911,0
137912,1
137913,0
137914,0
137915,1
137916,1
137917,1
137918,0
137919,1
137920,1
137921,0
137922,0
137923,0
137924,1
137925,0
137926,0
137927,1
137928,1
137929,0
137930,0
137931,0
137932,0
137933,1
137934,1
137935,1
137936,1
137937,1
137938,1
137939,1
137940,1
137941,1
137942,1
137943,1
137944,1
137945,1
137946,0
137947,1
137948,1
137949,1
137950,1
137951,1
137952,0
137953,1
137954,1
137955,1
137956,1
137957,1
137958,1
137959,1
137960,1
137961,1
137962,1
137963,0
137964,1
137965,0
137966,1
137967,1
137968,0
137969,1
137970,1
137971,1
137972,1
137973,1
137974,1
137975,1
137976,0
137977,1
137978,1
137979,1
137980,1
137981,1
137982,1
137983,1
137984,1
137985,0
137986,1
137987,1
137988,1
137989,1
137990,1
137991,1
137992,1
137993,1
137994,1
137995,1
137996,1
137997,1
137998,1
137999,1
138000,1
138001,1
138002,1
138003,1
138004,0
138005,1
138006,1
138007,1
138008,1
138009,1
138010,1
138011,1
138012,1
138013,1
138014,1
138015,1
138016,1
138017,1
138018,1
138019,1
138020,1
138021,1
138022,1
138023,1
138024,0
138025,1
138026,1
138027,1
138028,0
138029,1
138030,1
138031,1
138032,0
138033,0
138034,1
138035,1
138036,1
138037,1
138038,1
138039,1
138040,1
138041,1
138042,1
138043,1
138044,1
138045,1
138046,1
138047,1
138048,0
138049,1
138050,1
138051,1
138052,1
138053,1
138054,1
138055,1
138056,1
138057,0
138058,1
138059,1
138060,1
138061,1
138062,1
138063,1
138064,1
138065,1
138066,1
138067,1
138068,0
138069,1
138070,1
138071,1
138072,1
138073,1
138074,1
138075,1
138076,0
138077,1
138078,0
138079,1
138080,1
138081,1
138082,1
138083,1
138084,0
138085,1
138086,0
138087,1
138088,1
138089,1
138090,1
138091,1
138092,1
138093,1
138094,1
138095,1
138096,1
138097,0
138098,1
138099,1
138100,1
138101,1
138102,0
138103,0
138104,0
138105,1
138106,0
138107,1
138108,1
138109,1
138110,1
138111,1
138112,1
138113,1
138114,0
138115,1
138116,1
138117,0
138118,1
138119,1
138120,1
138121,1
138122,1
138123,1
138124,1
138125,1
138126,1
138127,1
138128,0
138129,0
138130,0
138131,0
138132,1
138133,1
138134,1
138135,1
138136,1
138137,1
138138,1
138139,0
138140,1
138141,1
138142,1
138143,1
138144,1
138145,1
138146,0
138147,1
138148,1
138149,1
138150,0
138151,0
138152,1
138153,1
138154,1
138155,0
138156,1
138157,1
138158,0
138159,0
138160,1
138161,1
138162,1
138163,1
138164,1
138165,1
138166,1
138167,1
138168,1
138169,0
138170,0
138171,0
138172,0
138173,0
138174,1
138175,1
138176,1
138177,1
138178,1
138179,1
138180,1
138181,1
138182,1
138183,1
138184,1
138185,1
138186,1
138187,1
138188,1
138189,1
138190,1
138191,1
138192,1
138193,0
138194,0
138195,1
138196,1
138197,1
138198,1
138199,1
138200,1
138201,1
138202,1
138203,1
138204,1
138205,1
138206,0
138207,1
138208,0
138209,0
138210,1
138211,0
138212,0
138213,1
138214,1
138215,1
138216,1
138217,1
138218,1
138219,1
138220,1
138221,1
138222,1
138223,1
138224,1
138225,0
138226,1
138227,1
138228,1
138229,1
138230,1
138231,1
138232,1
138233,1
138234,1
138235,1
138236,1
138237,1
138238,0
138239,0
138240,1
138241,1
138242,1
138243,1
138244,1
138245,1
138246,1
138247,1
138248,1
138249,1
138250,1
138251,0
138252,1
138253,1
138254,0
138255,1
138256,1
138257,0
138258,1
138259,0
138260,1
138261,1
138262,1
138263,1
138264,1
138265,0
138266,1
138267,1
138268,1
138269,1
138270,0
138271,1
138272,1
138273,1
138274,1
138275,1
138276,0
138277,1
138278,0
138279,1
138280,1
138281,1
138282,1
138283,1
138284,0
138285,1
138286,0
138287,1
138288,1
138289,1
138290,1
138291,1
138292,0
138293,1
138294,0
138295,1
138296,1
138297,0
138298,1
138299,0
138300,0
138301,1
138302,1
138303,1
138304,1
138305,0
138306,0
138307,0
138308,0
138309,1
138310,1
138311,1
138312,1
138313,1
138314,1
138315,1
138316,1
138317,1
138318,1
138319,1
138320,1
138321,1
138322,1
138323,0
138324,1
138325,1
138326,1
138327,1
138328,1
138329,1
138330,1
138331,1
138332,1
138333,1
138334,1
138335,1
138336,1
138337,1
138338,1
138339,1
138340,1
138341,0
138342,0
138343,1
138344,1
138345,1
138346,1
138347,1
138348,1
138349,1
138350,1
138351,1
138352,1
138353,1
138354,1
138355,0
138356,1
138357,1
138358,1
138359,0
138360,1
138361,0
138362,1
138363,1
138364,1
138365,0
138366,0
138367,0
138368,1
138369,1
138370,1
138371,1
138372,1
138373,1
138374,1
138375,1
138376,0
138377,0
138378,1
138379,0
138380,1
138381,1
138382,1
138383,1
138384,1
138385,1
138386,1
138387,1
138388,1
138389,1
138390,1
138391,0
138392,0
138393,1
138394,1
138395,1
138396,1
138397,1
138398,1
138399,1
138400,1
138401,1
138402,1
138403,1
138404,0
138405,1
138406,1
138407,1
138408,0
138409,1
138410,1
138411,1
138412,0
138413,1
138414,1
138415,1
138416,1
138417,1
138418,1
138419,1
138420,1
138421,1
138422,1
138423,1
138424,1
138425,0
138426,1
138427,1
138428,1
138429,1
138430,1
138431,1
138432,1
138433,1
138434,1
138435,1
138436,1
138437,0
138438,0
138439,1
138440,0
138441,0
138442,0
138443,1
138444,1
138445,0
138446,0
138447,1
138448,1
138449,1
138450,1
138451,1
138452,1
138453,1
138454,1
138455,1
138456,1
138457,1
138458,1
138459,1
138460,1
138461,1
138462,1
138463,1
138464,0
138465,0
138466,0
138467,1
138468,0
138469,1
138470,1
138471,0
138472,0
138473,1
138474,1
138475,1
138476,1
138477,1
138478,1
138479,1
138480,1
138481,1
138482,1
138483,1
138484,1
138485,1
138486,1
138487,0
138488,0
138489,1
138490,1
138491,1
138492,1
138493,1
138494,1
138495,1
138496,1
